link,Data-Name,data type,default task,attribute-type,instances,attributes,year
https://archive.ics.uci.edu/ml/datasets/Eco-hotel,Eco-hotel,Text,,,401,1,2017
https://archive.ics.uci.edu/ml/datasets/MEU-Mobile+KSD,MEU-Mobile KSD,Multivariate,Classification,"Integer, Real",2856,71,2016
https://archive.ics.uci.edu/ml/datasets/Crowdsourced+Mapping,Crowdsourced Mapping,Multivariate,Classification,,10546,29,2016
https://archive.ics.uci.edu/ml/datasets/gene+expression+cancer+RNA-Seq,gene expression cancer RNA-Seq,Multivariate,"Classification, Clustering",Real,801,20531,2016
https://archive.ics.uci.edu/ml/datasets/Hybrid+Indoor+Positioning+Dataset+from+WiFi+RSSI%2C+Bluetooth+and+magnetometer,"Hybrid Indoor Positioning Dataset from WiFi RSSI, Bluetooth and magnetometer","Multivariate, Sequential, Time-Series",Classification,Real,1540,65,2016
https://archive.ics.uci.edu/ml/datasets/chestnut+%E2%80%93+LARVIC,chestnut – LARVIC,"Classification, Clustering",,,1451,3,2017
https://archive.ics.uci.edu/ml/datasets/Burst+Header+Packet+%28BHP%29+flooding+attack+on+Optical+Burst+Switching+%28OBS%29+Network,Burst Header Packet (BHP) flooding attack on Optical Burst Switching (OBS) Network,Text,Classification,Integer,1075,22,2017
https://archive.ics.uci.edu/ml/datasets/Motion+Capture+Hand+Postures,Motion Capture Hand Postures,Multivariate,"Classification, Clustering",Real,78095,38,2017
https://archive.ics.uci.edu/ml/datasets/Anuran+Calls+%28MFCCs%29,Anuran Calls (MFCCs),Multivariate,"Classification, Clustering",Real,7195,22,2017
https://archive.ics.uci.edu/ml/datasets/TTC-3600%3A+Benchmark+dataset+for+Turkish+text+categorization,TTC-3600: Benchmark dataset for Turkish text categorization,Text,"Classification, Clustering",Integer,3600,4814,2017
https://archive.ics.uci.edu/ml/datasets/Gastrointestinal+Lesions+in+Regular+Colonoscopy,Gastrointestinal Lesions in Regular Colonoscopy,Multivariate,Classification,Real,76,698,2016
https://archive.ics.uci.edu/ml/datasets/Daily+Demand+Forecasting+Orders,Daily Demand Forecasting Orders,Time-Series,Regression,Integer,60,13,2017
https://archive.ics.uci.edu/ml/datasets/Paper+Reviews,Paper Reviews,Text,"Classification, Regression",Integer,405,10,2017
https://archive.ics.uci.edu/ml/datasets/extention+of+Z-Alizadeh+sani+dataset,extention of Z-Alizadeh sani dataset,Classification,"Integer, Real",,303,59,2017
https://archive.ics.uci.edu/ml/datasets/Z-Alizadeh+Sani,Z-Alizadeh Sani,Classification,"Integer, Real",,303,56,2017
https://archive.ics.uci.edu/ml/datasets/Dynamic+Features+of+VirusShare+Executables,Dynamic Features of VirusShare Executables,"Multivariate, Time-Series","Classification, Regression",Integer,107888,482,2017
https://archive.ics.uci.edu/ml/datasets/IDA2016Challenge,IDA2016Challenge,Multivariate,Classification,Integer,76000,171,2017
https://archive.ics.uci.edu/ml/datasets/DSRC+Vehicle+Communications,DSRC Vehicle Communications,"Sequential, Text",Clustering,Real,10000,5,2017
https://archive.ics.uci.edu/ml/datasets/Mturk+User-Perceived+Clusters+over+Images,Mturk User-Perceived Clusters over Images,"Multivariate, Text",Clustering,Integer,180,500,2016
https://archive.ics.uci.edu/ml/datasets/Character+Font+Images,Character Font Images,Multivariate,Classification,"Integer, Real",745000,411,2016
https://archive.ics.uci.edu/ml/datasets/DeliciousMIL%3A+A+Data+Set+for+Multi-Label+Multi-Instance+Learning+with+Instance+Labels,DeliciousMIL: A Data Set for Multi-Label Multi-Instance Learning with Instance Labels,Text,Classification,Integer,12234,8519,2016
https://archive.ics.uci.edu/ml/datasets/Autistic+Spectrum+Disorder+Screening+Data+for+Children++,Autistic Spectrum Disorder Screening Data for Children,Multivariate,Classification,Integer,292,21,2017
https://archive.ics.uci.edu/ml/datasets/Autistic+Spectrum+Disorder+Screening+Data+for+Adolescent+++,Autistic Spectrum Disorder Screening Data for Adolescent,Multivariate,Classification,Integer,104,21,2017
https://archive.ics.uci.edu/ml/datasets/APS+Failure+at+Scania+Trucks,APS Failure at Scania Trucks,Multivariate,Classification,"Integer, Real",60000,171,2017
https://archive.ics.uci.edu/ml/datasets/Wireless+Indoor+Localization,Wireless Indoor Localization,Multivariate,Classification,Real,2000,7,2017
https://archive.ics.uci.edu/ml/datasets/HCC+Survival,HCC Survival,Multivariate,Classification,"Integer, Real",165,49,2017
https://archive.ics.uci.edu/ml/datasets/CSM+%28Conventional+and+Social+Media+Movies%29+Dataset+2014+and+2015,CSM (Conventional and Social Media Movies) Dataset 2014 and 2015,Multivariate,"Classification, Regression",Integer,217,12,2017
https://archive.ics.uci.edu/ml/datasets/University+of+Tehran+Question+Dataset+2016+%28UTQD.2016%29,University of Tehran Question Dataset 2016 (UTQD.2016),Text,Classification,,1175,3,2017
https://archive.ics.uci.edu/ml/datasets/Autism+Screening+Adult,Autism Screening Adult,Classification,Integer,,704,21,2017
https://archive.ics.uci.edu/ml/datasets/Activity+recognition+with+healthy+older+people+using+a+batteryless+wearable+sensor,Activity recognition with healthy older people using a batteryless wearable sensor,Sequential,Classification,Real,75128,9,2016
https://archive.ics.uci.edu/ml/datasets/Immunotherapy+Dataset,Immunotherapy Dataset,Univariate,Classification,"Integer, Real",90,8,2018
https://archive.ics.uci.edu/ml/datasets/Cryotherapy+Dataset+,Cryotherapy Dataset,Univariate,Classification,"Integer, Real",90,7,2018
https://archive.ics.uci.edu/ml/datasets/OCT+data+%26+Color+Fundus+Images+of+Left+%26+Right+Eyes,OCT data & Color Fundus Images of Left & Right Eyes,Multivariate,Classification,Real,50,2,2016
https://archive.ics.uci.edu/ml/datasets/Discrete+Tone+Image+Dataset,Discrete Tone Image Dataset,Multivariate,Classification,,71,11,2018
https://archive.ics.uci.edu/ml/datasets/News+Popularity+in+Multiple+Social+Media+Platforms,News Popularity in Multiple Social Media Platforms,"Multivariate, Time-Series, Text",Regression,"Integer, Real",93239,11,2018
https://archive.ics.uci.edu/ml/datasets/Ultrasonic+flowmeter+diagnostics,Ultrasonic flowmeter diagnostics,Multivariate,Classification,Real,540,173,2018
https://archive.ics.uci.edu/ml/datasets/ICMLA+2014+Accepted+Papers+Data+Set,ICMLA 2014 Accepted Papers Data Set,Multivariate,"Classification, Clustering",,105,5,2018
https://archive.ics.uci.edu/ml/datasets/BLE+RSSI+Dataset+for+Indoor+localization+and+Navigation,BLE RSSI Dataset for Indoor localization and Navigation,"Multivariate, Sequential, Time-Series","Classification, Clustering",Integer,6611,15,2018
https://archive.ics.uci.edu/ml/datasets/Container+Crane+Controller+Data+Set,Container Crane Controller Data Set,"Univariate, Domain-Theory","Classification, Regression",Real,15,3,2018
https://archive.ics.uci.edu/ml/datasets/Residential+Building+Data+Set,Residential Building Data Set,Multivariate,Regression,Real,372,105,2018
https://archive.ics.uci.edu/ml/datasets/Health+News+in+Twitter,Health News in Twitter,Text,Clustering,Real,58000,25000,2018
https://archive.ics.uci.edu/ml/datasets/chipseq,chipseq,Sequential,Classification,Integer,4960,,2018
https://archive.ics.uci.edu/ml/datasets/SGEMM+GPU+kernel+performance,SGEMM GPU kernel performance,Multivariate,Regression,Integer,241600,18,2018
https://archive.ics.uci.edu/ml/datasets/Repeat+Consumption+Matrices,Repeat Consumption Matrices,Multivariate,Clustering,Real,130000,21000,2018
https://archive.ics.uci.edu/ml/datasets/detection_of_IoT_botnet_attacks_N_BaIoT,detection_of_IoT_botnet_attacks_N_BaIoT,"Multivariate, Sequential","Classification, Clustering",Real,7062606,115,2018
https://archive.ics.uci.edu/ml/datasets/Absenteeism+at+work,Absenteeism at work,"Multivariate, Time-Series","Classification, Clustering","Integer, Real",740,21,2018
https://archive.ics.uci.edu/ml/datasets/SCADI,SCADI,Multivariate,"Classification, Clustering",,70,206,2018
https://archive.ics.uci.edu/ml/datasets/Condition+monitoring+of+hydraulic+systems,Condition monitoring of hydraulic systems,"Multivariate, Time-Series","Classification, Regression",Real,2205,43680,2018
https://archive.ics.uci.edu/ml/datasets/Carbon+Nanotubes,Carbon Nanotubes,Univariate,Regression,Real,10721,8,2018
https://archive.ics.uci.edu/ml/datasets/Optical+Interconnection+Network+,Optical Interconnection Network,Multivariate,"Classification, Regression","Integer, Real",640,10,2018
https://archive.ics.uci.edu/ml/datasets/Sports+articles+for+objectivity+analysis,Sports articles for objectivity analysis,"Multivariate, Text",Classification,Integer,1000,59,2018
https://archive.ics.uci.edu/ml/datasets/Breast+Cancer+Coimbra,Breast Cancer Coimbra,Multivariate,Classification,Integer,116,10,2018
https://archive.ics.uci.edu/ml/datasets/GNFUV+Unmanned+Surface+Vehicles+Sensor+Data,GNFUV Unmanned Surface Vehicles Sensor Data,"Multivariate, Time-Series",Regression,Real,1672,5,2018
https://archive.ics.uci.edu/ml/datasets/Dishonest+Internet+users+Dataset,Dishonest Internet users Dataset,Multivariate,"Classification, Clustering",,322,5,2018
https://archive.ics.uci.edu/ml/datasets/Victorian+Era+Authorship+Attribution,Victorian Era Authorship Attribution,Text,Classification,,93600,1000,2018
https://archive.ics.uci.edu/ml/datasets/Simulated+Falls+and+Daily+Living+Activities+Data+Set,Simulated Falls and Daily Living Activities Data Set,Time-Series,Classification,Integer,3060,138,2018
https://archive.ics.uci.edu/ml/datasets/Multimodal+Damage+Identification+for+Humanitarian+Computing,Multimodal Damage Identification for Humanitarian Computing,"Multivariate, Text",Classification,Integer,5879,,2018
https://archive.ics.uci.edu/ml/datasets/EEG+Steady-State+Visual+Evoked+Potential+Signals,EEG Steady-State Visual Evoked Potential Signals,"Multivariate, Time-Series","Classification, Regression",Integer,9200,16,2018
https://archive.ics.uci.edu/ml/datasets/Roman+Urdu+Data+Set,Roman Urdu Data Set,Text,Classification,,20000,2,2018
https://archive.ics.uci.edu/ml/datasets/Avila,Avila,Multivariate,Classification,Real,20867,10,2018
https://archive.ics.uci.edu/ml/datasets/PANDOR,PANDOR,Multivariate,Recommendation,Categorical,,,2018
https://archive.ics.uci.edu/ml/datasets/Drug+Review+Dataset+%28Druglib.com%29,Drug Review Dataset (Druglib.com),"Multivariate, Text","Classification, Regression, Clustering",Integer,4143,8,2018
https://archive.ics.uci.edu/ml/datasets/Drug+Review+Dataset+%28Drugs.com%29,Drug Review Dataset (Drugs.com),"Multivariate, Text","Classification, Regression, Clustering",Integer,215063,6,2018
https://archive.ics.uci.edu/ml/datasets/Physical+Unclonable+Functions,Physical Unclonable Functions,Multivariate,Classification,Integer,6000000,129,2018
https://archive.ics.uci.edu/ml/datasets/Superconductivty+Data,Superconductivty Data,Multivariate,Regression,Real,21263,81,2018
https://archive.ics.uci.edu/ml/datasets/WESAD+%28Wearable+Stress+and+Affect+Detection%29,WESAD (Wearable Stress and Affect Detection),"Multivariate, Time-Series","Classification, Regression",Real,63000000,12,2018
https://archive.ics.uci.edu/ml/datasets/GNFUV+Unmanned+Surface+Vehicles+Sensor+Data+Set+2,GNFUV Unmanned Surface Vehicles Sensor Data Set 2,"Multivariate, Sequential, Time-Series",Regression,Real,10190,6,2018
https://archive.ics.uci.edu/ml/datasets/Student+Academics+Performance,Student Academics Performance,Multivariate,Classification,,300,22,2018
https://archive.ics.uci.edu/ml/datasets/Online+Shoppers+Purchasing+Intention+Dataset,Online Shoppers Purchasing Intention Dataset,Multivariate,"Classification, Clustering","Integer, Real",12330,18,2018
https://archive.ics.uci.edu/ml/datasets/PMU-UD,PMU-UD,Univariate,Classification,,5180,9,2018
https://archive.ics.uci.edu/ml/datasets/Parkinson%27s+Disease+Classification,Parkinson's Disease Classification,Multivariate,Classification,"Integer, Real",756,754,2018
https://archive.ics.uci.edu/ml/datasets/Electrical+Grid+Stability+Simulated+Data+,Electrical Grid Stability Simulated Data,Multivariate,"Classification, Regression",Real,10000,14,2018
https://archive.ics.uci.edu/ml/datasets/Caesarian+Section+Classification+Dataset,Caesarian Section Classification Dataset,Univariate,Classification,Integer,80,5,2018
https://archive.ics.uci.edu/ml/datasets/BAUM-1,BAUM-1,Time-Series,Classification,,1184,,2018
https://archive.ics.uci.edu/ml/datasets/BAUM-2,BAUM-2,Time-Series,Classification,,1047,,2018
https://archive.ics.uci.edu/ml/datasets/Audit+Data,Audit Data,Multivariate,Classification,Real,777,18,2018
https://archive.ics.uci.edu/ml/datasets/BuddyMove+Data+Set,BuddyMove Data Set,"Multivariate, Text","Classification, Clustering",Real,249,7,2018
https://archive.ics.uci.edu/ml/datasets/Real+estate+valuation+data+set,Real estate valuation data set,Multivariate,Regression,"Integer, Real",414,7,2018
https://archive.ics.uci.edu/ml/datasets/Early+biomarkers+of+Parkinson%E2%80%99s+disease+based+on+natural+connected+speech+Data+Set+,Early biomarkers of Parkinson’s disease based on natural connected speech Data Set,Multivariate,Classification,Real,,,2018
https://archive.ics.uci.edu/ml/datasets/Somerville+Happiness+Survey,Somerville Happiness Survey,Classification,Integer,,143,7,2018
https://archive.ics.uci.edu/ml/datasets/2.4+GHZ+Indoor+Channel+Measurements,2.4 GHZ Indoor Channel Measurements,Multivariate,Classification,Real,7840,5,2018
https://archive.ics.uci.edu/ml/datasets/EMG+data+for+gestures,EMG data for gestures,Time-Series,Classification,Real,30000,6,2019
https://archive.ics.uci.edu/ml/datasets/Parking+Birmingham,Parking Birmingham,"Multivariate, Univariate, Sequential, Time-Series","Classification, Regression, Clustering",Real,35717,4,2019
https://archive.ics.uci.edu/ml/datasets/Behavior+of+the+urban+traffic+of+the+city+of+Sao+Paulo+in+Brazil,Behavior of the urban traffic of the city of Sao Paulo in Brazil,"Multivariate, Time-Series","Classification, Regression","Integer, Real",135,18,2018
https://archive.ics.uci.edu/ml/datasets/Travel+Reviews,Travel Reviews,"Multivariate, Text","Classification, Clustering",Real,980,11,2018
https://archive.ics.uci.edu/ml/datasets/Tarvel+Review+Ratings,Tarvel Review Ratings,"Multivariate, Text","Classification, Clustering",Real,5456,25,2018
https://archive.ics.uci.edu/ml/datasets/Rice+Leaf+Diseases,Rice Leaf Diseases,Multivariate,Classification,Integer,120,,2019
https://archive.ics.uci.edu/ml/datasets/Gas+sensor+array+temperature+modulation,Gas sensor array temperature modulation,"Multivariate, Time-Series","Classification, Regression",Real,4095000,20,2019
https://archive.ics.uci.edu/ml/datasets/Facebook+Live+Sellers+in+Thailand,Facebook Live Sellers in Thailand,Multivariate,Clustering,Integer,7051,12,2019
https://archive.ics.uci.edu/ml/datasets/Parkinson+Dataset+with+replicated+acoustic+features+,Parkinson Dataset with replicated acoustic features,Multivariate,Classification,,240,46,2019
https://archive.ics.uci.edu/ml/datasets/Metro+Interstate+Traffic+Volume,Metro Interstate Traffic Volume,"Multivariate, Sequential, Time-Series",Regression,"Integer, Real",48204,9,2019
https://archive.ics.uci.edu/ml/datasets/Query+Analytics+Workloads+Dataset,Query Analytics Workloads Dataset,Multivariate,"Regression, Clustering",Real,260000,8,2019
https://archive.ics.uci.edu/ml/datasets/Wave+Energy+Converters,Wave Energy Converters,Multivariate,Regression,Real,288000,49,2019
https://archive.ics.uci.edu/ml/datasets/PPG-DaLiA,PPG-DaLiA,"Multivariate, Time-Series",Regression,Real,8300000,11,2019
https://archive.ics.uci.edu/ml/datasets/Alcohol+QCM+Sensor+Dataset,Alcohol QCM Sensor Dataset,Multivariate,"Classification, Regression, Clustering",Real,125,8,2019
https://archive.ics.uci.edu/ml/datasets/Divorce+Predictors+data+set,Divorce Predictors data set,"Multivariate, Univariate",Classification,Integer,170,54,2019
https://archive.ics.uci.edu/ml/datasets/Incident+management+process+enriched+event+log,Incident management process enriched event log,"Multivariate, Sequential","Regression, Clustering",Integer,141712,36,2019
https://archive.ics.uci.edu/ml/datasets/Opinion+Corpus+for+Lebanese+Arabic+Reviews+%28OCLAR%29,Opinion Corpus for Lebanese Arabic Reviews (OCLAR),Text,Classification,Integer,3916,3916,2019
https://archive.ics.uci.edu/ml/datasets/MEx,MEx,Time-Series,"Classification, Clustering",Real,6262,710,2019
https://archive.ics.uci.edu/ml/datasets/Beijing+Multi-Site+Air-Quality+Data,Beijing Multi-Site Air-Quality Data,"Multivariate, Time-Series",Regression,"Integer, Real",420768,18,2019
https://archive.ics.uci.edu/ml/datasets/Online+Retail+II,Online Retail II,"Multivariate, Sequential, Time-Series, Text","Classification, Regression, Clustering","Integer, Real",1067371,8,2019
https://archive.ics.uci.edu/ml/datasets/Hepatitis+C+Virus+%28HCV%29+for+Egyptian+patients,Hepatitis C Virus (HCV) for Egyptian patients,Multivariate,Classification,"Integer, Real",1385,29,2019
https://archive.ics.uci.edu/ml/datasets/QSAR+fish+toxicity,QSAR fish toxicity,Multivariate,Regression,Real,908,7,2019
https://archive.ics.uci.edu/ml/datasets/QSAR+aquatic+toxicity,QSAR aquatic toxicity,Multivariate,Regression,Real,546,9,2019
https://archive.ics.uci.edu/ml/datasets/Human+Activity+Recognition+from+Continuous+Ambient+Sensor+Data,Human Activity Recognition from Continuous Ambient Sensor Data,"Multivariate, Sequential, Time-Series",Classification,"Integer, Real",13956534,37,2019
https://archive.ics.uci.edu/ml/datasets/WISDM+Smartphone+and+Smartwatch+Activity+and+Biometrics+Dataset+,WISDM Smartphone and Smartwatch Activity and Biometrics Dataset,"Multivariate, Time-Series",Classification,Real,15630426,6,2019
https://archive.ics.uci.edu/ml/datasets/QSAR+oral+toxicity,QSAR oral toxicity,Multivariate,Classification,,8992,1024,2019
https://archive.ics.uci.edu/ml/datasets/QSAR+androgen+receptor,QSAR androgen receptor,Multivariate,Classification,,1687,1024,2019
https://archive.ics.uci.edu/ml/datasets/QSAR+Bioconcentration+classes+dataset,QSAR Bioconcentration classes dataset,Multivariate,"Classification, Regression",,779,14,2019
https://archive.ics.uci.edu/ml/datasets/QSAR+fish+bioconcentration+factor+%28BCF%29,QSAR fish bioconcentration factor (BCF),Multivariate,Regression,"Integer, Real",1056,7,2019
https://archive.ics.uci.edu/ml/datasets/A+study+of++Asian+Religious+and+Biblical+Texts,A study of  Asian Religious and Biblical Texts,"Multivariate, Text","Classification, Clustering",Integer,590,8265,2019
https://archive.ics.uci.edu/ml/datasets/Real-time+Election+Results%3A+Portugal+2019,Real-time Election Results: Portugal 2019,"Multivariate, Time-Series, Text",Regression,"Integer, Real",21643,29,2019
https://archive.ics.uci.edu/ml/datasets/Bias+correction+of+numerical+prediction+model+temperature+forecast,Bias correction of numerical prediction model temperature forecast,Multivariate,Regression,Real,7750,25,2020
https://archive.ics.uci.edu/ml/datasets/Bar+Crawl%3A+Detecting+Heavy+Drinking,Bar Crawl: Detecting Heavy Drinking,"Multivariate, Time-Series","Classification, Regression",Real,14057567,3,2020
https://archive.ics.uci.edu/ml/datasets/Kitsune+Network+Attack+Dataset,Kitsune Network Attack Dataset,"Multivariate, Sequential, Time-Series","Classification, Clustering, Causal-Discovery",Real,27170754,115,2019
https://archive.ics.uci.edu/ml/datasets/Shoulder+Implant+X-Ray+Manufacturer+Classification,Shoulder Implant X-Ray Manufacturer Classification,Multivariate,Classification,Real,597,1,2020
https://archive.ics.uci.edu/ml/datasets/Speaker+Accent+Recognition,Speaker Accent Recognition,Multivariate,Classification,Real,329,12,2020
https://archive.ics.uci.edu/ml/datasets/Heart+failure+clinical+records,Heart failure clinical records,Multivariate,"Classification, Regression, Clustering","Integer, Real",299,13,2020
https://archive.ics.uci.edu/ml/datasets/Deepfakes%3A+Medical+Image+Tamper+Detection,Deepfakes: Medical Image Tamper Detection,Multivariate,Classification,Real,20000,200000,2020
https://archive.ics.uci.edu/ml/datasets/selfBACK,selfBACK,Time-Series,"Classification, Clustering",Real,26136,6,2020
https://archive.ics.uci.edu/ml/datasets/South+German+Credit,South German Credit,Multivariate,"Classification, Regression, Clustering","Integer, Real",1000,21,2019
https://archive.ics.uci.edu/ml/datasets/Exasens,Exasens,Multivariate,"Classification, Clustering",Integer,399,4,2020
https://archive.ics.uci.edu/ml/datasets/Swarm+Behaviour,Swarm Behaviour,Multivariate,Classification,Real,24017,2400,2020
https://archive.ics.uci.edu/ml/datasets/Crop+mapping+using+fused+optical-radar+data+set,Crop mapping using fused optical-radar data set,"Multivariate, Time-Series",Classification,Real,325834,175,2020
https://archive.ics.uci.edu/ml/datasets/BitcoinHeistRansomwareAddressDataset,BitcoinHeistRansomwareAddressDataset,"Multivariate, Time-Series","Classification, Clustering","Integer, Real",2916697,10,2020
https://archive.ics.uci.edu/ml/datasets/Facebook+Large+Page-Page+Network,Facebook Large Page-Page Network,Multivariate,Classification,,22470,4714,2020
https://archive.ics.uci.edu/ml/datasets/Amphibians,Amphibians,Multivariate,Classification,"Integer, Real",189,23,2020
https://archive.ics.uci.edu/ml/datasets/Early+stage+diabetes+risk+prediction+dataset.,Early stage diabetes risk prediction dataset.,Multivariate,Classification,,520,17,2020
https://archive.ics.uci.edu/ml/datasets/Turkish+Spam+V01,Turkish Spam V01,Text,Classification,,826,2,2019
https://archive.ics.uci.edu/ml/datasets/Stock+keeping+units,Stock keeping units,Multivariate,Clustering,"Integer, Real",2279,9,2019
https://archive.ics.uci.edu/ml/datasets/Demand+Forecasting+for+a+store,Demand Forecasting for a store,Multivariate,Regression,Integer,28764,8,2019
https://archive.ics.uci.edu/ml/datasets/Detect+Malware+Types,Detect Malware Types,"Multivariate, Time-Series, Text",Classification,,7107,280,2019
https://archive.ics.uci.edu/ml/datasets/Wave+Energy+Converters,Wave Energy Converters,Multivariate,Regression,Real,288000,49,2019
https://archive.ics.uci.edu/ml/datasets/Youtube+cookery+channels+viewers+comments+in+Hinglish,Youtube cookery channels viewers comments in Hinglish,"Multivariate, Text",Classification,,9800,3,2019
https://archive.ics.uci.edu/ml/datasets/Pedestrian+in+Traffic+Dataset,Pedestrian in Traffic Dataset,"Multivariate, Sequential, Time-Series","Classification, Regression, Causal-Discovery",Real,4760,14,2019
https://archive.ics.uci.edu/ml/datasets/Cervical+Cancer+Behavior+Risk,Cervical Cancer Behavior Risk,"Multivariate, Univariate","Classification, Clustering",Integer,72,19,2019
https://archive.ics.uci.edu/ml/datasets/Sattriya_Dance_Single_Hand_Gestures+Dataset,Sattriya_Dance_Single_Hand_Gestures Dataset,Multivariate,Classification,,1450,,2019
https://archive.ics.uci.edu/ml/datasets/Divorce+Predictors+data+set,Divorce Predictors data set,"Multivariate, Univariate",Classification,Integer,170,54,2019
https://archive.ics.uci.edu/ml/datasets/3W+dataset,3W dataset,"Multivariate, Time-Series","Classification, Clustering","Integer, Real",1984,8,2019
https://archive.ics.uci.edu/ml/datasets/Malware+static+and+dynamic+features+VxHeaven+and+Virus+Total,Malware static and dynamic features VxHeaven and Virus Total,Multivariate,Classification,"Integer, Real",2955,1087,2019
https://archive.ics.uci.edu/ml/datasets/Internet+Firewall+Data,Internet Firewall Data,Multivariate,Classification,,65532,12,2019
https://archive.ics.uci.edu/ml/datasets/User+Profiling+and+Abusive+Language+Detection+Dataset,User Profiling and Abusive Language Detection Dataset,Classification,,,65919,3,2019
https://archive.ics.uci.edu/ml/datasets/Estimation+of+obesity+levels+based+on+eating+habits+and+physical+condition+,Estimation of obesity levels based on eating habits and physical condition,Multivariate,"Classification, Regression, Clustering",Integer,2111,17,2019
https://archive.ics.uci.edu/ml/datasets/Rice+%28Cammeo+and+Osmancik%29,Rice (Cammeo and Osmancik),Multivariate,Classification,Real,3810,8,2019
https://archive.ics.uci.edu/ml/datasets/Vehicle+routing+and+scheduling+problems,Vehicle routing and scheduling problems,Multivariate,Clustering,"Integer, Real",18,9,2019
https://archive.ics.uci.edu/ml/datasets/Algerian+Forest+Fires+Dataset++,Algerian Forest Fires Dataset,Multivariate,"Classification, Regression",Real,244,12,2019
https://archive.ics.uci.edu/ml/datasets/Breath+Metabolomics,Breath Metabolomics,"Multivariate, Time-Series","Classification, Clustering",Real,104,1656,2019
https://archive.ics.uci.edu/ml/datasets/Horton+General+Hospital,Horton General Hospital,"Multivariate, Time-Series",Causal-Discovery,Integer,139,6,2019
https://archive.ics.uci.edu/ml/datasets/UrbanGB%2C+urban+road+accidents+coordinates+labelled+by+the+urban+center,"UrbanGB, urban road accidents coordinates labelled by the urban center",Univariate,Clustering,Real,360177,2,2019
https://archive.ics.uci.edu/ml/datasets/Gas+Turbine+CO+and+NOx+Emission+Data+Set,Gas Turbine CO and NOx Emission Data Set,Multivariate,"Regression, Clustering",Real,36733,11,2019
https://archive.ics.uci.edu/ml/datasets/Activity+recognition+using+wearable+physiological+measurements,Activity recognition using wearable physiological measurements,Multivariate,Classification,Real,4480,533,2019
https://archive.ics.uci.edu/ml/datasets/clickstream+data+for+online+shopping,clickstream data for online shopping,"Multivariate, Sequential","Classification, Regression, Clustering","Integer, Real",165474,14,2019
https://archive.ics.uci.edu/ml/datasets/CNNpred%3A+CNN-based+stock+market+prediction+using+a+diverse+set+of+variables,CNNpred: CNN-based stock market prediction using a diverse set of variables,"Sequential, Time-Series","Classification, Regression",Real,1985,84,2019
https://archive.ics.uci.edu/ml/datasets/Apartment+for+rent+classified,Apartment for rent classified,Multivariate,"Classification, Regression, Clustering",,10000,22,2019
https://archive.ics.uci.edu/ml/datasets/%3A+Simulated+Data+set+of+Iraqi+tourism+places,: Simulated Data set of Iraqi tourism places,Multivariate,"Classification, Clustering",,232,16,2020
https://archive.ics.uci.edu/ml/datasets/Nasarian+CAD+Dataset,Nasarian CAD Dataset,Multivariate,Classification,,150,52,2020
https://archive.ics.uci.edu/ml/datasets/Monolithic+Columns+in+Troad+and+Mysia+Region,Monolithic Columns in Troad and Mysia Region,Multivariate,Classification,Real,11,19,2020
https://archive.ics.uci.edu/ml/datasets/Bar+Crawl%3A+Detecting+Heavy+Drinking,Bar Crawl: Detecting Heavy Drinking,"Multivariate, Time-Series","Classification, Regression",Real,14057567,3,2020
https://archive.ics.uci.edu/ml/datasets/Seoul+Bike+Sharing+Demand,Seoul Bike Sharing Demand,Multivariate,Regression,"Integer, Real",8760,14,2020
https://archive.ics.uci.edu/ml/datasets/Person+Classification+Gait+Data,Person Classification Gait Data,Multivariate,Classification,Real,48,321,2020
https://archive.ics.uci.edu/ml/datasets/Shill+Bidding+Dataset,Shill Bidding Dataset,Multivariate,"Classification, Clustering",,6321,13,2020
https://archive.ics.uci.edu/ml/datasets/Iranian+Churn+Dataset,Iranian Churn Dataset,Multivariate,"Classification, Regression",Integer,3150,13,2020
https://archive.ics.uci.edu/ml/datasets/Unmanned+Aerial+Vehicle+%28UAV%29+Intrusion+Detection,Unmanned Aerial Vehicle (UAV) Intrusion Detection,Multivariate,Classification,Real,17256,55,2020
https://archive.ics.uci.edu/ml/datasets/Bone+marrow+transplant%3A+children,Bone marrow transplant: children,Multivariate,"Classification, Regression","Integer, Real",187,39,2020
https://archive.ics.uci.edu/ml/datasets/Exasens,Exasens,Multivariate,"Classification, Clustering",Integer,399,4,2020
https://archive.ics.uci.edu/ml/datasets/COVID-19+Surveillance,COVID-19 Surveillance,Multivariate,Classification,,14,7,2020
https://archive.ics.uci.edu/ml/datasets/Refractive+errors,Refractive errors,Multivariate,Classification,Integer,467,79,2020
https://archive.ics.uci.edu/ml/datasets/Shoulder+Implant+X-Ray+Manufacturer+Classification,Shoulder Implant X-Ray Manufacturer Classification,Multivariate,Classification,Real,597,1,2020
https://archive.ics.uci.edu/ml/datasets/CLINC150,CLINC150,Text,Classification,,23700,,2020
https://archive.ics.uci.edu/ml/datasets/HCV+data,HCV data,Multivariate,"Classification, Clustering","Integer, Real",615,14,2020
https://archive.ics.uci.edu/ml/datasets/Taiwanese+Bankruptcy+Prediction,Taiwanese Bankruptcy Prediction,Multivariate,Classification,Integer,6819,96,2020
https://archive.ics.uci.edu/ml/datasets/South+German+Credit+%28UPDATE%29,South German Credit (UPDATE),Multivariate,"Classification, Regression, Clustering","Integer, Real",1000,21,2020
